Law clerks have assisted the Supreme Court Justices in various capacities, since the first one was hired by Justice Horace Gray in 1882.[1]:1 By the traditions and rules that have developed around this procedure today the eight Associate Justices on the Supreme Court of the United States have the opportunity to select four law clerks each term of the court. The Chief Justice is allowed five clerks, but often hires fewer.[1]:195 After retiring from the Court, a justice may continue to hire a law clerk, who may be assigned to provide additional assistance to an active justice, or assist the retired justice when sitting by designation with a lower court.

Contents  [hide] 
1 List of Supreme Court law clerks
2 Notes
3 See also
4 References
5 Additional sources
6 External links
List of Supreme Court law clerks[edit]
The following sortable table[a] lists more than 1,900 law clerks who have served for Supreme Court justices, the years their service began and ended, the law school they attended (with the year they graduated), and any previous clerkships they held.

Seat = Supreme Court Justice Seat[b]
Num = Order that Supreme Court Justice was appointed


Seat	Num	Justice	Law clerk	Started	Finished	Law school (year)	Previous clerkship
6	107	Ruth Bader Ginsburg	Arun Subramanian	2006	2007	Columbia (2004)	Jacobs (2d Cir.) / G. Lynch (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Ruthanne M. Deutsch	2007	2008	Georgetown (2004)	Dyk (Fed. Cir.)
6	107	Ruth Bader Ginsburg	Brian H. Fletcher	2007	2008	Harvard (2006)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Thomas G. Saunders	2007	2008	Yale (2004)	Leval (2d Cir.)
6	107	Ruth Bader Ginsburg	Zachary Tripp	2007	2008	Columbia (2005)	Kearse (2d Cir.)
6	107	Ruth Bader Ginsburg	Sue-Yun Ahn	2008	2009	Columbia (2006)	Tatel (D.C. Cir.) / Cote (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Miriam L. Seifter	2008	2009	Harvard (2007)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Kevin S. Schwartz	2008	2009	Yale (2006)	Calabresi (2d Cir.)
6	107	Ruth Bader Ginsburg	Robert M. Yablon	2008	2009	Yale (2006)	W. Fletcher (9th Cir.)
6	107	Ruth Bader Ginsburg	Elizabeth Prelogar	2009	2010	Harvard (2008)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Pamela Bookman	2009	2010	Virginia (2006)	Sack (2d Cir.)
6	107	Ruth Bader Ginsburg	Vincent Levy	2009	2010	Columbia (2007)	D. Ginsburg (D.C. Cir.)
6	107	Ruth Bader Ginsburg	John M. Rappaport	2009	2010	Harvard (2006)	Reinhardt (9th Cir.)
6	107	Ruth Bader Ginsburg	Amy Bergquist	2010	2011	Minnesota (2007)	W. Fletcher (9th Cir.) / Tunheim (D. Minn)
6	107	Ruth Bader Ginsburg	David A. Newman	2010	2011	Yale (2006)	Katzmann (2d Cir.) / Rakoff (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Elisabeth Theodore	2010	2011	Harvard (2009)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Keith Bradley	2010	2011	Columbia (2007)	J.R. Brown (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Rachel Wainer Apter	2011	2012	Harvard (2007)	Katzmann (2d Cir.) / Rakoff (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Benjamin J. Beaton	2011	2012	Columbia (2009)	Randolph (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Jennifer Clark	2011	2012	Georgetown (2008)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Gerry Sinzdak	2011	2012	Berkeley (2008)	Berzon (9th Cir.) / C. Breyer (N.D. Cal.)
6	107	Ruth Bader Ginsburg	Martine Cicconi	2012	2013	Stanford (2010)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Joshua Johnson	2012	2013	Yale (2009)	Tatel (D.C. Cir.) / Gertner (D. Mass.)
6	107	Ruth Bader Ginsburg	Julie Kobick	2012	2013	Harvard (2010)	Saylor (D. Mass.)
6	107	Ruth Bader Ginsburg	Thane Rehn	2012	2013	Columbia (2009)	Posner (7th Cir.)
6	107	Ruth Bader Ginsburg	Kelsi Brown Corkran	2013	2014	Chicago (2005)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Devi Rao	2013	2014	Columbia (2010)	McKeown (9th Cir.)
6	107	Ruth Bader Ginsburg	Daniel Rubens	2013	2014	Harvard (2008)	Katzmann (2d Cir.) / Rakoff (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Burden Walker	2013	2014	Harvard (2010)	S. Williams (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Ari Holtzblatt	2014		Yale (2010)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Mark Musico	2014		Columbia (2011)	Boudin (1st Cir.) / Woodlock (D. Mass.
6	107	Ruth Bader Ginsburg	Lauren Pardee	2014		Yale (2010)	Katzmann (2d Cir.) / Rakoff (S.D.N.Y.) / Liu (Cal.)
6	107	Ruth Bader Ginsburg	Anitha Reddy	2014		Stanford (2008)	Leval (2d Cir.) / Gleeson (E.D.N.Y.)
8	44	John Marshall Harlan	Henry M. Clapp	1889	1890		
8	44	John Marshall Harlan	Blewitt H. Lee	1889	1890		
8	44	John Marshall Harlan	Edgar R. Rombauer	1889	1890		
8	44	John Marshall Harlan	William R. Harr	1896	1897		
8	44	John Marshall Harlan	William R. Harr	1898	1902		
8	44	John Marshall Harlan	John E. Hoover	1906	1911		R. W. Peckham
8	65	Mahlon Pitney					
8	72	Edward Terry Sanford	William R. Loney	1922	1930		
8	74	Owen Josephus Roberts	William R. Loney	1930	1931		Sanford
8	74	Owen Josephus Roberts	Albert J. Schneider	1930	1945		
8	84	Harold Hitz Burton	W. Howard Mann	1945	1946	Iowa	
8	84	Harold Hitz Burton	Harris K. Weston	1946	1947	Harvard (1946)	none
8	84	Harold Hitz Burton	Marvin Schwartz	1950	1951	Penn (1949)	Goodrich (3d Cir.)
8	84	Harold Hitz Burton	Ray C. Simmons	1950	1951	Nebraska (1950)	none
8	84	Harold Hitz Burton	John W. Douglas	1951	1952	Yale (1948)	
8	84	Harold Hitz Burton	Charles C. Hileman, III	1951	1952	Penn (1950)	Goodrich (3d Cir.)
8	84	Harold Hitz Burton	John M. Leahy	1952	1953	Catholic (1950)	
8	84	Harold Hitz Burton	James R. Ryan	1952	1953		
8	84	Harold Hitz Burton	Raymond S. Troubh	1953	1954	Yale (1952)	T. Swan (2d Cir.)
8	84	Harold Hitz Burton	William B. Matteson	1954	1955	Harvard (1953)	A. Hand (2d Cir.)
8	84	Harold Hitz Burton	Thomas N. O'Neill, Jr.	1954	1955	Penn (1953)	Goodrich (3d Cir.)
8	84	Harold Hitz Burton	Roger C. Cramton	1956	1957	Chicago (1955)	Waterman (2d Cir.)
8	84	Harold Hitz Burton	David E. Wagoner	1956	1957	Penn (1953)	Goodrich (3d Cir.)
8	84	Harold Hitz Burton	Carl W. Schneider	1957	1958	Penn (1956)	Goodrich (3d Cir.)
8	84	Harold Hitz Burton	R. Markham Ball (shared with Reed and Warren)	1960	1961	Harvard (1960)	none
8	84	Harold Hitz Burton	Timothy B. Dyk (shared with Reed)	1961	1962	Harvard (1961)	none
8	92	Potter Stewart	Terrance Sandalow (hired by Burton)	1958	1959	Chicago (1957)	Waterman (2d Cir.)
8	92	Potter Stewart	Jerold H. Israel	1959	1961	Yale (1959)	none
8	92	Potter Stewart	Thomas E. Kauper	1960	1962	Michigan (1960)	none
8	92	Potter Stewart	Robert Hudec	1961	1963	Yale (1961)	none
8	92	Potter Stewart	Jan Ginter Deutsch	1962	1963	Yale (1962)	none
8	92	Potter Stewart	Alan R. Novak	1963	1964	Yale (1963)	none
8	92	Potter Stewart	Paul M. Dodyk	1964	1965	Harvard (1964)	none
8	92	Potter Stewart	Monroe Price	1964	1965	Yale (1964)	none
8	92	Potter Stewart	E. Edward Bruce	1966	1966	Yale (1966)	none
8	92	Potter Stewart	Laurence H. Tribe	1967	1968	Harvard (1966)	Tobriner (Cal.)
8	92	Potter Stewart	Silas J. Wasserstrom	1968	1969	Yale (1967)	J. S. Wright (D.C. Cir.)
8	92	Potter Stewart	Evan A. Davis	1970	1971	Columbia (1969)	Leventhal (D.C. Cir.)
8	92	Potter Stewart	Duncan Kennedy	1970	1971	Yale (1970)	none
8	92	Potter Stewart	Thomas D. Rowe, Jr.	1970	1971	Harvard (1970)	none
8	92	Potter Stewart	Benjamin W. Heineman, Jr.	1971	1972	Yale (1971)	none
8	92	Potter Stewart	William H. Jeffress, Jr.	1971	1972	Yale (1970)	Gesell (D.D.C.)
8	92	Potter Stewart	Richard D. Parker	1971	1972	Harvard (1970)	none
8	92	Potter Stewart	David M. Schulte	1972	1973	Yale (1971)	Weinfeld (S.D.N.Y.)
8	92	Potter Stewart	John G. Koeltl	1972	1973	Harvard (1971)	Weinfeld (S.D.N.Y.)
8	92	Potter Stewart	James R. Bieke	1972	1973	Michigan (1970)	Harlan II / Lumbard (2d Cir.)
8	92	Potter Stewart	Frederick T. Davis	1973	1974	Columbia (1972)	Friendly (2d Cir.)
8	92	Potter Stewart	Andrew D. Hurwitz	1973	1974	Yale (1972)	J. J. Smith (2d Cir.) / Newman (D. Conn.)
8	92	Potter Stewart	Terrence G. Perris	1973	1974	Michigan (1972)	Lumbard (2d Cir.)
8	92	Potter Stewart	Ronald M. Gould	1974	1975	Michigan (1973)	McCree (6th Cir.)
8	92	Potter Stewart	Curt Hessler	1974	1975	Yale (1973)	J. S. Wright (D.C. Cir.)
8	92	Potter Stewart	Dennis M. Perluss	1974	1975	Harvard (1973)	Hufstedler (9th Cir.)
8	92	Potter Stewart	William J. Davey	1975	1976	Michigan (1974)	Lumbard (2d Cir.)
8	92	Potter Stewart	James N. Gardner	1975	1976	Yale	
8	92	Potter Stewart	Gilbert L. Kujovich (shared with White)	1976	1977	Harvard (1975)	Hufstedler (9th Cir.)
8	92	Potter Stewart	Daniel J. Meltzer	1976	1977	Harvard (1975)	McGowan (D.C. Cir.)
8	92	Potter Stewart	Judith A. Miller	1976	1977	Yale (1975)	Leventhal (D.C. Cir.)
8	92	Potter Stewart	Mark F. Pomerantz	1976	1977	Michigan (1975)	Weinfeld (S.D.N.Y.)
8	92	Potter Stewart	Ellen Borgersen	1977	1978	Michigan (1976)	Coffin (1st Cir.)
8	92	Potter Stewart	Daniel R. Fischel	1978	1979	Chicago (1977)	Fairchild (7th Cir.)
8	92	Potter Stewart	Henry T. Greely	1978	1979	Yale (1977)	Wisdom (5th Cir.)
8	92	Potter Stewart	Virginia Kerr	1978	1979	Penn (1977)	Schreiber (N.J.)
8	92	Potter Stewart	Eric B. Amstutz	1979	1980	Yale (1978)	Gesell (D.D.C.)
8	92	Potter Stewart	David D. Hiller	1979	1980		Wilkey (D.C. Cir.)
8	92	Potter Stewart	Robert Weisberg	1980	1981	Stanford (1979)	J. S. Wright (D.C. Cir.)
8	92	Potter Stewart	Jeffrey H. Blattner	1982	1983	Harvard (1980)	Keeton (D. Mass)
8	102	Sandra Day O'Connor	Brian G. Cartwright	1981	1982	Harvard (1980)	Wilkey (D.C. Cir.)
8	102	Sandra Day O'Connor	John B. Dwyer	1981	1982	Berkeley (1980)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	Deborah A. Jones (Merritt)	1981	1982	Columbia (1980)	R. B. Ginsburg (D.C. Cir.)
8	102	Sandra Day O'Connor	Ruth V. McGregor	1981	1982	Arizona State (1974)	none
8	102	Sandra Day O'Connor	Gary L. Francione	1982	1983	Virginia (1981)	Tate (5th Cir.)
8	102	Sandra Day O'Connor	Stewart J. Schwab	1982	1983	Michigan (1980)	J. D. Phillips (4th Cir.)
8	102	Sandra Day O'Connor	M. Kathleen Smalley	1982	1983	Harvard (1981)	Wisdom (5th Cir.)
8	102	Sandra Day O'Connor	Jane F. Vehko	1982	1983	William & Mary	J. Hill (11th Cir.)
8	102	Sandra Day O'Connor	Peter W. Huber	1983	1984	Harvard (1982)	R. B. Ginsburg (D.C. Cir.)
8	102	Sandra Day O'Connor	Glen D. Nager	1983	1984	Stanford (1982)	J. S. Wright (D.C. Cir.)
8	102	Sandra Day O'Connor	Victoria L. Radd (Rollins)	1983	1984	Harvard (1982)	J. S. Wright (D.C. Cir.)
8	102	Sandra Day O'Connor	Richard G. Taranto	1983	1984	Yale (1981)	Bork (D.C. Cir.) / Sofaer (S.D.N.Y.)
8	102	Sandra Day O'Connor	Gail B. Agrawal	1984	1985	Tulane (1983)	Wisdom (5th Cir.)
8	102	Sandra Day O'Connor	W. Scott Bales	1984	1985	Harvard (1983)	Sneed (9th Cir.)
8	102	Sandra Day O'Connor	Kent D. Syverud	1984	1985	Michigan (1981)	Oberdorfer (D.D.C.)
8	102	Sandra Day O'Connor	Barbara B. Woodhouse	1984	1985	Columbia (1983)	Sofaer (S.D.N.Y.)
8	102	Sandra Day O'Connor	Christopher D. Cerf	1985	1986	Columbia (1984)	J. S. Wright (D.C. Cir.)
8	102	Sandra Day O'Connor	Stephen G. Gilles	1985	1986	Chicago (1984)	Bork (D.C. Cir.)
8	102	Sandra Day O'Connor	Julie R. O'Sullivan	1985	1986	Cornell	L. Campbell (1st Cir.)
8	102	Sandra Day O'Connor	John K. Setear	1985	1986	Yale (1984)	McGowan (D.C. Cir.)
8	102	Sandra Day O'Connor	Charles A. Blanchard	1986	1987	Harvard (1985)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	Daniel J. Bussel	1986	1987	Stanford (1985)	S. Breyer (1st Cir.)
8	102	Sandra Day O'Connor	Susan A. Creighton	1986	1987	Stanford (1984)	Rymer (C.D. Cal.)
8	102	Sandra Day O'Connor	Joan I. Greco	1986	1987	Harvard	R. B. Ginsburg (D.C. Cir.)
8	102	Sandra Day O'Connor	Sharon L. Beckman	1987	1988	Michigan (1986)	Coffin (1st Cir.)
8	102	Sandra Day O'Connor	Steven T. Catlett	1987	1988	Columbia (1985)	Starr (D.C. Cir.)
8	102	Sandra Day O'Connor	Susan A. Dunn	1987	1988	Stanford (1986)	Sneed (9th Cir.)
8	102	Sandra Day O'Connor	Nelson Lund	1987	1988	Chicago (1985)	P. Higginbotham (5th Cir.)
8	102	Sandra Day O'Connor	Adalberto J. Jordan	1988	1989	Miami (1987)	T. A. Clark (11th Cir.)
8	102	Sandra Day O'Connor	Daniel M. Mandil	1988	1989	Columbia (1987)	R. B. Ginsburg (D.C. Cir.)
8	102	Sandra Day O'Connor	Andrew G. McBride	1988	1989	Stanford (1987)	Bork (D.C. Cir.)
8	102	Sandra Day O'Connor	Jane E. Stromseth	1988	1989	Yale (1987)	Oberdorfer (D.D.C.)
8	102	Sandra Day O'Connor	Ivan K. Fong	1989	1990	Stanford (1987)	Mikva (D.C. Cir.)
8	102	Sandra Day O'Connor	Marci A. Hamilton	1989	1990	Penn (1988)	Becker (3d Cir.)
8	102	Sandra Day O'Connor	Sandra Segal Ikuta	1989	1990	UCLA (1988)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Richard D. Klingler	1989	1990	Stanford (1988)	Starr (D.C. Cir.)
8	102	Sandra Day O'Connor	Iman Anabtawi	1990	1991	Stanford (1989)	Silberman (D.C. Cir.)
8	102	Sandra Day O'Connor	Kevin M. Kelly	1990	1991	UCLA	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Denise Posse-Blanco Lindberg	1990	1991	BYU (1988)	McKay (10th Cir.)
8	102	Sandra Day O'Connor	Mark S. Snyderman	1990	1991	Chicago (1989)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Stuart A. Banner	1991	1992	Stanford (1988)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Caroline M. Brown	1991	1992	Harvard (1990)	R. B. Ginsburg (D.C. Cir.)
8	102	Sandra Day O'Connor	Linda R. Helyar (Meyer)	1991	1992	Berkeley (1987)	W. Norris (9th Cir.) / Legge (N.D. Cal.)
8	102	Sandra Day O'Connor	Crystal Nix-Hines (shared with Marshall)	1991	1992	Harvard (1990)	W. Norris (9th Cir.)
8	102	Sandra Day O'Connor	Austin C. Schlick	1991	1992	Yale (1990)	Mikva (D.C. Cir.)
8	102	Sandra Day O'Connor	Matthew D. Adler	1992	1993	Yale (1991)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	E. Vaughn Dunnigan	1992	1993	Columbia (1989)	Browning (9th Cir.)
8	102	Sandra Day O'Connor	Amy F. Kett	1992	1993	Harvard (1991)	Silberman (D.C. Cir.)
8	102	Sandra Day O'Connor	Jeffrey A. Lamken	1992	1993	Stanford (1990)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Katherine L. Adams	1993	1994	Chicago (1992)	S. Breyer (1st Cir.)
8	102	Sandra Day O'Connor	James Forman, Jr.	1993	1994	Yale (1992)	W. Norris (9th Cir.)
8	102	Sandra Day O'Connor	Mark A. Perry	1993	1994	Chicago (1991)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Eugene Volokh	1993	1994	UCLA (1992)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Viet D. Dinh	1994	1995	Harvard (1993)	Silberman (D.C. Cir.)
8	102	Sandra Day O'Connor	Elizabeth L. Earle (Beske)	1994	1995	Columbia (1993)	Wald (D.C. Cir.)
8	102	Sandra Day O'Connor	David G. Ellen	1994	1995	Harvard (1992)	R. B. Ginsburg (D.C. Cir.)/ S. Breyer (1st Cir.)
8	102	Sandra Day O'Connor	David C. Kravitz	1994	1995	Michigan (1993)	S. Breyer (1st Cir.)
8	102	Sandra Day O'Connor	Sean W. Gallagher	1995	1996	Michigan (1994)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Gretchen C. Rubin	1995	1996	Yale (1994)	Leval (2d Cir.)
8	102	Sandra Day O'Connor	Julia B. Shelton (Ambrose)	1995	1996	Vanderbilt (1994)	Wilkinson (4th Cir.)
8	102	Sandra Day O'Connor	Simon A. Steel	1995	1996	Chicago (1990)	S. Breyer (1st Cir.)
8	102	Sandra Day O'Connor	Rebecca A. Beynon	1996	1997	Texas (1994)	Randolph (D.C. Cir.)
8	102	Sandra Day O'Connor	Brian M. Hoffstadt	1996	1997	UCLA (1995)	C. Hall (9th Cir.)
8	102	Sandra Day O'Connor	William J. Nardini	1996	1997	Yale (1994)	Calabresi (2d Cir.) / Cabranes (2d Cir.)
8	102	Sandra Day O'Connor	Patricia L. Small (Bellia)	1996	1997	Yale (1995)	Cabranes (2d Cir.)
8	102	Sandra Day O'Connor	Lisa Kern Griffin	1997	1998	Stanford (1996)	D. W. Nelson (9th Cir.)
8	102	Sandra Day O'Connor	Srikanth Srinivasan	1997	1998	Stanford (1995)	Wilkinson (4th Cir.)
8	102	Sandra Day O'Connor	Matthew F. Stowe	1997	1998	Harvard (1996)	Luttig (4th Cir.)
8	102	Sandra Day O'Connor	Silvija A. Strikis	1997	1998	Georgetown (1995)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	Sandra G. Glover	1998	1999	Chicago (1997)	Posner (7th Cir.)
8	102	Sandra Day O'Connor	Oona A. Hathaway	1998	1999	Yale (1997)	Wald (D.C. Cir.)
8	102	Sandra Day O'Connor	Traci L. Jones (Lovitt)	1998	1999	Duke (1997)	R. Winter (2d Cir.)
8	102	Sandra Day O'Connor	Michael A. Scodro	1998	1999	Yale (1996)	Cabranes (2d Cir.)
8	102	Sandra Day O'Connor	Leslie A. Hakala	1999	2000	Yale (1997)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Bradley W. Joondeph	1999	2000	Stanford (1994)	Tacha (10th Cir.)
8	102	Sandra Day O'Connor	Noah A. Levine	1999	2000	Columbia (1997)	Wilkinson (4th Cir.)
8	102	Sandra Day O'Connor	Shirley D. Woodward	1999	2000	Georgetown (1998)	Silberman (D.C. Cir.)
8	102	Sandra Day O'Connor	Richard A. Bierschbach	2000	2001	Michigan (1997)	Randolph (D.C. Cir.)
8	102	Sandra Day O'Connor	Jennifer M. Mason McAward	2000	2001	NYU (1998)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Tamarra D. Matthews	2000	2001	Yale (1998)	J. A. W. Rogers (D.C. Cir.)
8	102	Sandra Day O'Connor	Stanley J. Panikowski	2000	2001	Virginia (1999)	Wilkinson (4th Cir.)
8	102	Sandra Day O'Connor	Carolyn Frantz	2001	2002	Michigan (2000)	Tatel (D.C. Cir.)
8	102	Sandra Day O'Connor	Michelle T. Friedland	2001	2002	Stanford (2000)	Tatel (D.C. Cir.)
8	102	Sandra Day O'Connor	Jeremy J. Gaston	2001	2002	Texas (1999)	P. Higginbotham (5th Cir.)
8	102	Sandra Day O'Connor	Anup Malani	2001	2002	Chicago (2000)	S. Williams (D.C. Cir.)
8	102	Sandra Day O'Connor	Emily J. Henn	2002	2003	Georgetown (1999)	Niemeyer (4th Cir.)
8	102	Sandra Day O'Connor	Justin A. Nelson	2002	2003	Columbia (2000)	Wilkinson (4th Cir.)
8	102	Sandra Day O'Connor	Allyson P. Newton (Ho)	2002	2003	Chicago (2000)	Wiener (5th Cir.)
8	102	Sandra Day O'Connor	Cristina M. Rodriguez	2002	2003	Yale (2000)	Tatel (D.C. Cir.)
8	102	Sandra Day O'Connor	Janet R. Carter	2003	2004	NYU (2001)	Posner (7th Cir.)
8	102	Sandra Day O'Connor	Sean C. Grimsley	2003	2004	Michigan (2000)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	RonNell A. Jones	2003	2004	Ohio State (2000)	W. Fletcher (9th Cir.)
8	102	Sandra Day O'Connor	Sambhav N. Sankar	2003	2004	Berkeley (2000)	W. Fletcher (9th Cir.) / L. Pollak (E.D. Pa.)
8	102	Sandra Day O'Connor	Joel C. Beauvais	2004	2005	NYU (2002)	H. Edwards (D.C. Cir.)
8	102	Sandra Day O'Connor	Theane D. Evangelis	2004	2005	NYU (2003)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Tali F. Farhadian	2004	2005	Yale (2003)	Garland (D.C. Cir.)
8	102	Sandra Day O'Connor	Joshua Klein	2004	2005	Stanford (2002)	Garland (D.C. Cir.)
8	102	Sandra Day O'Connor	Tali F. Farhadian	2005	January 31, 2006	Yale (2003)	O'Connor / Garland (D.C. Cir.)
8	102	Sandra Day O'Connor	Benjamin J. Horwich	2005	January 31, 2006	Stanford (2003)	Becker (3d Cir.) / V. Walker (N.D. Cal.)
8	102	Sandra Day O'Connor	Amy N. Kapczynski	2005	2006	Yale (2003)	Calabresi (2d Cir.)
8	102	Sandra Day O'Connor	Sasha Volokh	2005	January 31, 2006	Harvard (2004)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Justin Driver (shared with Breyer)	2006	2007	Harvard (2004)	Garland (D.C. Cir.)
8	102	Sandra Day O'Connor	Heidi Bond (shared with Kennedy)	2007	2008	Michigan (2006)	Kozinski (9th Cir.)
8	102	Sandra Day O'Connor	Isaac J. Lidsky (shared with Ginsburg)	2008	2009	Harvard (2004)	Ambro (3d Cir.)
8	102	Sandra Day O'Connor	Joshua A. Deahl (shared with Kennedy)	2009	2010	Michigan (2006)	Benavides (5th Cir.)
8	102	Sandra Day O'Connor	Kristen E. Eichensehr (shared with Sotomayor)	2010	2011	Yale (2008)	Garland (D.C. Cir.)
8	102	Sandra Day O'Connor	Candice Chiu (shared with Sotomayor)	2011	2012	Harvard (2008)	Kavanaugh (D.C. Cir.)
8	102	Sandra Day O'Connor	Eric F. Citron (shared with Kagan)	2012	2013	Yale (2007)	Robertson (D.D.C.) / Tatel (D.C. Cir.)
8	102	Sandra Day O'Connor	Julia Malkina (shared with Breyer)	2013	2014	Yale (2011)	Kavanaugh (D.C. Cir.)
8	102	Sandra Day O'Connor	Eli Savit (shared with Ginsburg)	2014		Michigan (2010)	Tatel (D.C. Cir.) / Bea (9th Cir.)
8	110	Samuel Alito	Adam G. Ciongoli	February 2006	July 2006	Georgetown (1995)	Alito (3d Cir.)
8	110	Samuel Alito	Benjamin J. Horwich	January 2006	July 2006	Stanford (2003)	O'Connor / Becker (3d Cir.) / V. Walker (N.D. Cal.)
8	110	Samuel Alito	Hannah Clayson Smith	February 2006	July 2006	BYU (2001)	C. Thomas / Alito (3d Cir.)
8	110	Samuel Alito	Alexander Volokh	January 2006	July 2006	Harvard (2004)	O'Connor / Kozinski (9th Cir.)
8	110	Samuel Alito	Michael S. Lee	2006	2007	BYU (1997)	Alito (3d Cir.) / Benson (D. Utah)
8	110	Samuel Alito	Christopher J. Paolella	2006	2007	Harvard (1999)	Alito (3d Cir.)
8	110	Samuel Alito	Matthew A. Schwartz	2006	2007	Columbia (2003)	Alito (3d Cir.)
8	110	Samuel Alito	Gordon D. Todd	2006	2007	Virginia (2000)	Beam (8th Cir.)
8	110	Samuel Alito	James A. Hunter	2007	2008	Yale (2004)	Alito (3d Cir.)
8	110	Samuel Alito	Geoffrey J. Michael	2007	2008	Yale (2000)	Alito (3d Cir.)
8	110	Samuel Alito	David H. Moore	2007	2008	BYU (1996)	Alito (3d Cir.)
8	110	Samuel Alito	Jessica Phillips	2007	2008	Northwestern (2006)	Flaum (7th Cir.)
8	110	Samuel Alito	Dana R. Irwin	2008	2009	Yale (2002)	Scirica (3d Cir.)
8	110	Samuel Alito	Andrew S. Oldham	2008	2009	Harvard (2005)	Sentelle (D.C. Cir.)
8	110	Samuel Alito	Michael H. Park	2008	2009	Yale (2001)	Alito (3d Cir.)
8	110	Samuel Alito	Jack L. White	2008	2009	Pepperdine (2003)	Alito (3d Cir.)
8	110	Samuel Alito	Amit Agarwal	2009	2010	Georgetown (2004)	Kavanaugh (D.C. Cir.)
8	110	Samuel Alito	K. Winn Allen	2009	2010	Virginia (2008)	Sutton (6th Cir.)
8	110	Samuel Alito	Jaynie Randall Lilley	2009	2010	Yale (2006)	Cabranes (2d Cir.) / M. Patel (N.D. Cal.)
8	110	Samuel Alito	Lucas C. Townsend	2009	2010	Seton Hall (2004)	Barry (3d Cir.) / Ackerman (D.N.J.)
8	110	Samuel Alito	John W. Cerreta	2010	2011	Cornell (2005)	Chagares (3d Cir.) / Alito (3d Cir.)
8	110	Samuel Alito	Steven J. Menashi	2010	2011	Stanford (2008)	D. Ginsburg (D.C. Cir.)
8	110	Samuel Alito	Garrick A. Sevilla	2010	2011	Duke (2007)	J.R. Brown (D.C. Cir.)
8	110	Samuel Alito	Tara Stuckey Morrissey	2010	2011	Notre Dame (2007)	Sutton (6th Cir.)
8	110	Samuel Alito	Sarah K. Campbell	2011	2012	Duke (2009)	W. Pryor (11th Cir.)
8	110	Samuel Alito	Anthony J. Dick	2011	2012	Stanford (2010)	Griffith (D.C. Cir.)
8	110	Samuel Alito	William R. Levi	2011	2012	Yale (2010)	Scirica (3d Cir.)
8	110	Samuel Alito	Ryan D. Newman	2011	2012	Texas (2007)	Edmondson (11th Cir.) / Leon (D.D.C.)
8	110	Samuel Alito	Brian W. Barnes	2012	2013	Yale (2010)	Griffith (D.C. Cir.)
8	110	Samuel Alito	Emily J. Kennedy	2012	2013	Duke (2010)	Batchelder (6th Cir.)
8	110	Samuel Alito	Claire McCusker Murray	2012	2013	Yale (2009)	Kavanaugh (D.C. Cir.)
8	110	Samuel Alito	Ryan J. Watson	2012	2013	GW (2007)	J.R. Brown (D.C. Cir.)
8	110	Samuel Alito	Zina Bash	2013	2014	Harvard (2007)	Kavanaugh (D.C. Cir.)
8	110	Samuel Alito	Kyle Hawkins	2013	2014	Minnesota (2009)	E. Jones (5th Cir.)
8	110	Samuel Alito	Paul Ray	2013	2014	Harvard (2011)	Livingston (2d Cir.)
8	110	Samuel Alito	Megan Dilhoff	2013	2014	Notre Dame (2011)	Sutton (6th Cir.)
8	110	Samuel Alito	William Marra	2014		Harvard (2012)	W. Pryor (11th Cir.)
8	110	Samuel Alito	Michael McGinley	2014		Harvard (2009)	Gorsuch (10th Cir.)
